100	20.746828	
200	-3.9063419	
300	1.4845675	
400	0.33428625	
500	0.64724133	
600	0.66478843	
700	0.76009439	
800	0.84996491	
900	0.94625454	
1000	1.0448718	
1100	1.1430265	
1200	1.23744	
1300	1.3257499	
1400	1.4056791	
1500	1.4763911	
1600	1.5375258	
1700	1.5888166	
1800	1.6310935	
1900	1.6656507	
2000	1.6933123	
2100	1.7153691	
2200	1.7317546	
2300	1.7430788	
2400	1.749411	
2500	1.7513568	
2600	1.7481273	
2700	1.7398974	
2800	1.7263701	
2900	1.7075605	
3000	1.6836225	
3100	1.6544265	
3200	1.6202222	
3300	1.5819903	
3400	1.5398015	
3500	1.493765	
3600	1.445227	
3700	1.3945048	
3800	1.3419274	
3900	1.2882446	
4000	1.2348616	
4100	1.1820222	
4200	1.1307181	
4300	1.0806889	
4400	1.0333996	
4500	0.98829144	
4600	0.94676356	
4700	0.9087519	
4800	0.87482382	
4900	0.84457386	
5000	0.81855302	
5100	0.79621168	
5200	0.77789347	
5300	0.76362321	
5400	0.75263172	
5500	0.74574196	
5600	0.74244116	
5700	0.74198961	
5800	0.74474064	
5900	0.75027111	
6000	0.75838274	
6100	0.76883373	
6200	0.78134397	
6300	0.79550193	
6400	0.81085779	
6500	0.82727944	
6600	0.84449177	
6700	0.86146296	
6800	0.87959175	
6900	0.89701956	
7000	0.91458668	
7100	0.9316443	
7200	0.94783549	
7300	0.96310377	
7400	0.97807071	
7500	0.99077052	
7600	1.0019605	
7700	1.0115021	
7800	1.0190005	
7900	1.0247361	
8000	1.0291488	
8100	1.0289953	
8200	1.0278872	
8300	1.0246501	
8400	1.0177927	
8500	1.0093899	
8600	0.99849327	
8700	0.98532198	
8800	0.97049032	
8900	0.95408973	
9000	0.93617687	
9100	0.91709786	
9200	0.89782261	
9300	0.87833611	
9400	0.8591669	
9500	0.84101472	
9600	0.82409834	
9700	0.80986948	
9800	0.79732595	
9900	0.78835397	
10000	0.78266906	
10100	0.78037432	
10200	0.78140758	
10300	0.78540152	
10400	0.79271918	
10500	0.80261033	
10600	0.81425942	
10700	0.82873392	
10800	0.84467233	
10900	0.86262103	
11000	0.8813461	
11100	0.9014219	
11200	0.92364598	
11300	0.94489486	
11400	0.96635427	
11500	0.9884557	
11600	1.0098025	
11700	1.0312246	
11800	1.0514889	
11900	1.070134	
12000	1.0885559	
12100	1.1050183	
12200	1.1199048	
12300	1.1335205	
12400	1.1449764	
12500	1.155145	
12600	1.1635755	
12700	1.1700821	
12800	1.1752127	
12900	1.1790881	
13000	1.1823352	
13100	1.1851905	
13200	1.1891379	
13300	1.1961838	
13400	1.2078608	
13500	1.2255429	
13600	1.2515262	
13700	1.2852816	
13800	1.3268063	
13900	1.3742707	
14000	1.423318	
14100	1.471329	
14200	1.5145068	
14300	1.5508342	
14400	1.5788868	
14500	1.5981358	
14600	1.6079903	
14700	1.6090672	
14800	1.6016394	
14900	1.5870473	
15000	1.5654149	
15100	1.5389781	
15200	1.5077661	
15300	1.4736455	
15400	1.4369445	
15500	1.3987708	
15600	1.3603456	
15700	1.3219088	
15800	1.2864656	
15900	1.2557648	
16000	1.2317646	
16100	1.2171627	
16200	1.2137231	
16300	1.2242713	
16400	1.2492319	
16500	1.2883379	
16600	1.3418125	
16700	1.4063192	
16800	1.4797679	
16900	1.5575687	
17000	1.6354088	
17100	1.7090282	
17200	1.7755278	
17300	1.8309032	
17400	1.8732756	
17500	1.9004424	
17600	1.9120472	
17700	1.9078632	
17800	1.8889053	
17900	1.8571572	
18000	1.8147877	
18100	1.763454	
18200	1.7058375	
18300	1.6435141	
18400	1.5799673	
18500	1.5174486	
18600	1.4626007	
18700	1.4195804	
18800	1.3944471	
18900	1.3908823	
19000	1.4119571	
19100	1.4593697	
19200	1.529112	
19300	1.6185739	
19400	1.7201811	
19500	1.8270905	
19600	1.9328989	
19700	2.0303768	
19800	2.1144754	
19900	2.1803083	
20000	2.2243247	
20100	2.2469224	
20200	2.2464682	
20300	2.2238834	
20400	2.1812162	
20500	2.120569	
20600	2.0462878	
20700	1.9607115	
20800	1.8669254	
20900	1.7688576	
21000	1.6711532	
21100	1.5787522	
21200	1.4980828	
21300	1.4356231	
21400	1.3944005	
21500	1.3792634	
21600	1.3933672	
21700	1.4369503	
21800	1.5089609	
21900	1.6071391	
22000	1.7245255	
22100	1.8567167	
22200	1.9936393	
22300	2.1273995	
22400	2.2511973	
22500	2.3572641	
22600	2.4401186	
22700	2.4948789	
22800	2.5194541	
22900	2.5113624	
23000	2.4725216	
23100	2.405922	
23200	2.3163096	
23300	2.2102651	
23400	2.090267	
23500	1.961493	
23600	1.831803	
23700	1.7079776	
23800	1.5975928	
23900	1.5074854	
24000	1.4444944	
24100	1.4140379	
24200	1.4180742	
24300	1.4604023	
24400	1.5386967	
24500	1.6483266	
24600	1.7829885	
24700	1.9347688	
24800	2.0926485	
24900	2.2488318	
25000	2.3938876	
25100	2.5205823	
25200	2.6218532	
25300	2.6936694	
25400	2.7309449	
25500	2.7317466	
25600	2.6948493	
25700	2.623727	
25800	2.5211973	
25900	2.3975735	
26000	2.2571651	
26100	2.1065211	
26200	1.9531731	
26300	1.8047142	
26400	1.6697521	
26500	1.5561413	
26600	1.4695698	
26700	1.4159787	
26800	1.400738	
