0	0
0	0
0.0660394	-2.219e-005
0.099265	-3.28785e-005
0.148615	-5.13867e-005
0.188711	-6.37377e-005
0.231567	-7.91961e-005
0.270566	-9.05984e-005
0.308441	-0.000102556
0.343353	-0.000112555
0.375784	-0.000121469
0.405144	-0.000129485
0.431433	-0.000136732
0.454434	-0.000142564
0.474105	-0.000147525
0.490386	-0.00015079
0.503291	-0.000152628
0.51286	-0.000151881
0.519175	-0.000146519
0.522352	-0.000135304
0.522536	-0.00011438
0.5199	-8.05325e-005
0.514641	-2.81428e-005
0.506976	4.86306e-005
0.497136	0.000156212
0.485366	0.000303544
0.471917	0.000501714
0.457046	0.000759576
0.441006	0.00108999
0.424042	0.00150578
0.406392	0.00201861
0.388283	0.00264538
0.369925	0.00340097
0.351513	0.00430026
0.333227	0.00536069
0.31523	0.00659591
0.297668	0.0080238
0.280671	0.00965799
0.264351	0.0115136
0.248809	0.0136053
0.234129	0.0159448
0.220384	0.0185447
0.207631	0.0214148
0.195916	0.0245653
0.185271	0.0280003
0.175722	0.0317265
0.167286	0.0357492
0.159959	0.0400678
0.153736	0.0446842
0.148598	0.0495965
0.14452	0.0548028
0.141466	0.0602966
0.139397	0.0660712
0.138265	0.072119
0.138018	0.0784299
0.138601	0.0849915
0.139954	0.0917902
0.142015	0.0988103
0.14472	0.106033
0.148002	0.113438
0.151794	0.121005
0.156027	0.128706
0.160635	0.136515
0.165547	0.144401
0.170697	0.152331
0.176019	0.160268
0.181448	0.168176
0.186917	0.176013
0.192368	0.18374
0.197744	0.191313
0.202992	0.198689
0.208059	0.205823
0.212897	0.212669
0.217461	0.219181
0.221706	0.22531
0.225594	0.231008
0.229088	0.236223
0.232155	0.240904
0.234765	0.244995
0.236895	0.248439
0.238524	0.251181
0.239637	0.253162
0.240223	0.254322
0.240274	0.254603
0.239791	0.253944
0.238776	0.252268
0.237239	0.249523
0.235192	0.245642
0.232654	0.240569
0.22965	0.234243
0.226209	0.226609
0.222368	0.217614
0.218169	0.207209
0.213663	0.195331
0.208907	0.181943
0.20397	0.167002
0.198927	0.150475
0.193866	0.132335
0.188886	0.112564
0.184098	0.0911518
0.179623	0.0681027
0.175592	0.0434373
0.172153	0.0171851
0.169461	-0.0105813
0.167677	-0.0397678
0.166968	-0.0702435
0.167496	-0.101841
0.169414	-0.134348
0.172856	-0.167512
0.177933	-0.201043
0.184723	-0.234611
0.193263	-0.267858
0.203546	-0.300407
0.215518	-0.331867
0.229076	-0.361846
0.244073	-0.389963
0.260317	-0.41585
0.27757	-0.439175
0.295565	-0.459636
0.314	-0.476975
0.332557	-0.490976
0.3509	-0.501465
0.368685	-0.508314
0.385569	-0.511426
